Imagen,Prob. Sano,Prob. Enfermo
5388127false.png,0.6729011,0.32709888
5388212false.png,0.6547477,0.34525234
5388408false.png,0.3281891,0.67181087
5388720false.png,0.6998534,0.30014664
5388776false.png,0.2139508,0.78604925
5388873false.png,0.53597224,0.46402773
5388960false.png,0.26665175,0.73334825
5389004false.png,0.3240614,0.6759386
5389087false.png,0.38232726,0.61767274
5389088false.png,0.098955326,0.90104467
5389204false.png,0.031660516,0.9683395
5389264false.png,0.254169,0.7458311
5389266false.png,0.103917964,0.896082
5389415false.png,0.49731866,0.5026813
5389426false.png,0.66315997,0.33684003
5389557false.png,0.50986445,0.49013558
5389562false.png,0.22038215,0.7796178
5389699false.png,0.22557034,0.7744296
5389919false.png,0.522491,0.47750902
5390166false.png,0.75936556,0.2406344
5390325false.png,0.3740722,0.6259278
5390390false.png,0.35988274,0.6401172
5390619false.png,0.7085511,0.29144892
5390766false.png,0.52717876,0.4728212
5391224false.png,0.36631098,0.63368905
5391248false.png,0.39613998,0.60385996
5391328false.png,0.72102547,0.2789745
5391400false.png,0.50974077,0.4902592
5391445false.png,0.5315926,0.46840736
5391820false.png,0.48257425,0.5174258
5391833false.png,0.612931,0.387069
5391920false.png,0.1942908,0.8057092
5391982false.png,0.3777941,0.6222059
5392053false.png,0.5349048,0.4650952
5392112false.png,0.3594707,0.6405293
5392265false.png,0.23552194,0.764478
5392294false.png,0.86376214,0.13623786
5392295false.png,0.70457053,0.29542947
5392349false.png,0.46917143,0.5308286
5392413false.png,0.5138989,0.4861011
5392422false.png,0.22564127,0.77435875
5392516false.png,0.5973706,0.40262935
5392617false.png,0.074750125,0.9252499
5392636false.png,0.7593623,0.24063776
5392711false.png,0.32637843,0.67362154
5392805false.png,0.504402,0.49559802
5392904false.png,0.1135193,0.8864807
5393144false.png,0.30203816,0.69796187
5393207false.png,0.73604447,0.26395556
5393218false.png,0.46753213,0.53246784
5393230false.png,0.5679721,0.43202788
5393235false.png,0.2340116,0.76598835
5393533false.png,0.78840345,0.21159652
5393633false.png,0.75960195,0.24039806
5393665false.png,0.5734268,0.42657325
5393675false.png,0.6789334,0.32106662
5393839false.png,0.6021065,0.3978935
5393912false.png,0.43488544,0.56511456
5393940false.png,0.5431605,0.45683944
5394018false.png,0.67010933,0.3298907
5394056false.png,0.66932166,0.33067828
5394107false.png,0.4710874,0.5289126
5394167false.png,0.536467,0.463533
5394240false.png,0.32379737,0.67620265
5394262false.png,0.30562425,0.69437575
5394540false.png,0.1631734,0.8368266
5394687false.png,0.4390197,0.56098026
5394759false.png,0.36611277,0.63388723
5394896false.png,0.18123314,0.8187669
5395025false.png,0.47517988,0.5248201
5395509false.png,0.56188583,0.4381142
5395625false.png,0.8025035,0.19749641
5396457false.png,0.04924901,0.95075095
5396596false.png,0.6804445,0.31955555
5396597false.png,0.42468423,0.5753158
5396614false.png,0.3550352,0.64496475
5396798false.png,0.78771466,0.21228531
5396834false.png,0.34038684,0.6596132
5396932false.png,0.11059847,0.88940156
5397015false.png,0.29199892,0.7080011
5397025false.png,0.7684242,0.23157583
5397128false.png,0.24420325,0.7557968
5397248false.png,0.41969553,0.58030444
5397290false.png,0.32246685,0.6775331
5397374false.png,0.28262073,0.7173793
5397375false.png,0.7287915,0.2712085
5397384false.png,0.1363525,0.86364746
5397460false.png,0.20048133,0.7995187
5397501false.png,0.6925927,0.3074073
5397541false.png,0.22723001,0.77277
5397571false.png,0.2735766,0.7264234
5397608false.png,0.3450682,0.65493184
5397642false.png,0.098677635,0.90132236
5397863false.png,0.8471031,0.15289687
5397896false.png,0.6922098,0.30779022
5398092false.png,0.4451795,0.55482054
5398096false.png,0.15090513,0.84909487
5398312false.png,0.12636442,0.8736356
5398374false.png,0.18783085,0.81216913
5398745false.png,0.58428407,0.41571593
5398846false.png,0.40733883,0.59266114
5398918false.png,0.32182935,0.6781706
5399038false.png,0.7186647,0.28133535
5399252false.png,0.5198931,0.4801069
5399267false.png,0.58201915,0.41798082
5399326false.png,0.49613374,0.50386626
5399517false.png,0.37688658,0.6231134
5399654false.png,0.2919254,0.7080746
5399951false.png,0.11902288,0.88097715
5400028false.png,0.5891276,0.41087237
5400111false.png,0.47093645,0.5290636
5400114false.png,0.46013623,0.53986377
5400209false.png,0.41712183,0.5828782
5400307false.png,0.060900137,0.93909985
5400461false.png,0.32329878,0.67670125
5400648false.png,0.7106915,0.2893085
5400679false.png,0.1544466,0.84555346
5400699false.png,0.65129113,0.34870884
5400756false.png,0.5626277,0.43737233
5400801false.png,0.7753695,0.22463046
5400832false.png,0.916327,0.083673015
5401018false.png,0.4264684,0.5735316
5401218false.png,0.74763256,0.25236744
5401835false.png,0.66027874,0.33972123
5401903false.png,0.24772844,0.75227153
5402319false.png,0.37890157,0.6210984
5402455false.png,0.3940669,0.60593307
5402553false.png,0.2844503,0.7155497
5402593false.png,0.38895556,0.61104447
5402637false.png,0.27486986,0.7251301
5402816false.png,0.44320598,0.55679405
5402960false.png,0.6725225,0.32747757
5403176false.png,0.5696585,0.4303415
5403296false.png,0.36211202,0.637888
5403319false.png,0.3762712,0.6237288
5403339false.png,0.11373683,0.88626313
5403477false.png,0.39379767,0.60620236
5403631false.png,0.5908024,0.4091976
5403700false.png,0.534818,0.46518207
5403835false.png,0.58406323,0.41593683
5403962false.png,0.31280786,0.68719214
5404204false.png,0.4982014,0.5017986
5404245false.png,0.33476675,0.6652332
5404308false.png,0.24872681,0.75127316
5404339false.png,0.25007856,0.74992144
5404361false.png,0.5975908,0.40240917
5404375false.png,0.3555315,0.6444685
5404459false.png,0.6761197,0.3238803
5404592false.png,0.7802301,0.21976992
5404622false.png,0.8461958,0.15380426
5404957false.png,0.34034738,0.6596526
5405103false.png,0.350633,0.649367
5405114false.png,0.40000612,0.5999939
5405125false.png,0.09095584,0.9090442
5405177false.png,0.4155334,0.58446664
5405194false.png,0.48274654,0.51725346
5405512false.png,0.7630798,0.23692022
5405667false.png,0.31104818,0.68895185
5405848false.png,0.19230531,0.8076947
5405901false.png,0.75088847,0.24911158
5405911false.png,0.3264263,0.6735737
5406088false.png,0.275021,0.724979
5406113false.png,0.5209419,0.4790581
5406226false.png,0.7412517,0.2587483
5406241false.png,0.48067966,0.51932037
5406257false.png,0.44211903,0.55788094
5406265false.png,0.6465644,0.35343564
5388081true.png,0.06279894,0.937201
5388373true.png,0.1318488,0.8681512
5388443true.png,0.42177692,0.57822305
5388518true.png,0.1507226,0.84927744
5388542true.png,0.70554703,0.29445294
5388902true.png,0.66441053,0.33558947
5389292true.png,0.43840933,0.5615907
5389348true.png,0.63482404,0.36517593
5389800true.png,0.47341108,0.5265889
5390008true.png,0.05016105,0.94983894
5390303true.png,0.058984846,0.9410151
5390624true.png,0.532233,0.467767
5391009true.png,0.06930593,0.93069404
5391547true.png,0.5092112,0.49078882
5392628true.png,0.32495347,0.6750465
5392717true.png,0.2330936,0.76690644
5392820true.png,0.31076658,0.6892335
5392875true.png,0.47160015,0.5283999
5392959true.png,0.041317217,0.95868284
5393683true.png,0.14837675,0.85162324
5393744true.png,0.80272186,0.19727816
5393779true.png,0.4346178,0.5653822
5393821true.png,0.19963168,0.8003683
5393836true.png,0.4563983,0.5436017
5394834true.png,0.45386347,0.54613656
5394983true.png,0.33363378,0.66636616
5395224true.png,0.21001945,0.78998053
5395289true.png,0.21373443,0.7862656
5395361true.png,0.009089833,0.9909101
5395427true.png,0.22949171,0.7705082
5395490true.png,0.10996302,0.89003694
